,Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,SO,HBP,SB,CS,BB%,K%,AVG,OBP,SLG,OPS,ISO,BABIP,wOBA,wRC+,LD%,GB%,FB%,IFFB%,Pull%,SwStr%,PlayerId,EDB Team,TWTC Team,BL Team
2037,Ryan Ignoffo,MIA,"A,A+",23,88,324,360,105,71,26,2,6,45,48,32,41,0,21,5,0.088888888,0.113888888,0.324074074,0.380555555,0.472222222,0.852777777,0.148148148,0.352313167,0.39658534726617,141.575180683665,0.231316725,0.491103202,0.277580071,0.333333333,0.43598616,0.07283142,sa3022573,,,
2038,Aidan Longwell,COL,A,22,43,165,188,51,41,6,1,3,24,27,15,26,5,3,1,0.079787234,0.138297872,0.309090909,0.377659574,0.412121212,0.789780786,0.103030303,0.345323741,0.375702493368311,114.111147179777,0.2,0.414285714,0.385714285,0.166666666,0.38028169,0.08683473,sa3022574,,,
2039,Anthony Sherwin,HOU,"A,A+",22,69,214,260,45,31,7,0,7,30,32,40,90,4,1,3,0.153846153,0.346153846,0.210280373,0.342307692,0.341121495,0.683429187,0.130841122,0.319327731,0.330117902847436,104.113991564176,0.181818181,0.454545454,0.363636363,0.159090909,0.48780488,0.1023766,sa3022575,,,
2040,Jared Thomas,PHI,"A,A+",23,41,126,149,25,20,3,0,2,9,14,18,24,3,3,2,0.120805369,0.161073825,0.198412698,0.31081081,0.269841269,0.580652079,0.071428571,0.227722772,0.292803219041308,77.3782380704177,0.148514851,0.544554455,0.306930693,0.387096774,0.41346154,0.08190476,sa3022589,,,
2041,Josh Rivera,CHC,AA,23,77,248,286,40,29,5,2,4,28,17,36,80,0,8,2,0.125874125,0.279720279,0.161290322,0.265734265,0.245967741,0.511702006,0.084677419,0.216867469,0.251448977660465,58.0009241834138,0.19047619,0.428571428,0.38095238,0.296875,0.41176471,0.11355932,sa3022590,,,
2042,Brian Kalmer,CHC,A+,23,66,227,263,46,19,15,2,10,37,39,29,91,4,0,0,0.110266159,0.346007604,0.202643171,0.300380228,0.418502202,0.71888243,0.215859031,0.279069767,0.332056439421476,104.594408965379,0.235294117,0.286764705,0.477941176,0.138461538,0.48201439,0.17766497,sa3022591,,,
2043,Trevor Werner,KCR,A+,23,99,360,414,70,43,14,4,9,42,41,45,153,5,16,3,0.108695652,0.369565217,0.194444444,0.289855072,0.330555555,0.620410627,0.136111111,0.301980198,0.295355971884612,81.2798339899526,0.218446601,0.330097087,0.45145631,0.258064516,0.46666667,0.15706806,sa3022592,,,
2044,Zach Arnold,PHI,A+,23,75,246,282,63,53,5,3,2,32,36,27,64,4,3,1,0.09574468,0.226950354,0.25609756,0.334519572,0.325203252,0.659722824,0.069105692,0.331521739,0.312587572162261,93.3238833936945,0.247252747,0.478021978,0.274725274,0.24,0.43548387,0.15023041,sa3022593,,,
2045,Drew Bowser,CHC,"A,CPX",22,60,198,234,38,19,12,1,6,29,22,31,94,3,0,1,0.132478632,0.401709401,0.191919191,0.307692307,0.353535353,0.66122766,0.161616162,0.32,0.317663622462851,90.9379920651656,0.221153846,0.413461538,0.365384615,0.157894736,0.56603774,0.20178372,sa3022594,,,
2046,A.J. Shaver,PHI,"A,AAA,CPX",22,34,93,111,12,7,3,0,2,13,12,13,44,4,7,2,0.117117117,0.396396396,0.129032258,0.263636363,0.225806451,0.489442814,0.096774193,0.212765957,0.25763609138402,48.6842579368503,0.177777777,0.355555555,0.466666666,0.19047619,0.5,0.16190476,sa3022595,,,
2047,Cole Carrigg,COL,"A+,CPX",22,96,383,445,108,68,15,13,12,72,53,41,83,8,43,9,0.092134831,0.186516853,0.281984334,0.356818181,0.48302872,0.839846901,0.201044386,0.324324324,0.379198072308843,130.443806687348,0.221854304,0.427152317,0.350993377,0.160377358,0.46945338,0.12066832,sa3022596,,Hoerner for Nico,
2048,Bryson Ware,PHI,"A,A+",23,83,287,332,58,37,11,1,9,36,46,34,83,8,12,5,0.102409638,0.25,0.202090592,0.301204819,0.341463414,0.642668233,0.139372822,0.247474747,0.311106435685272,88.7014069997878,0.258706467,0.457711442,0.283582089,0.210526315,0.54854369,0.12764228,sa3022597,,,
2049,Jack Moss,CIN,A,22,64,195,217,54,46,7,1,0,22,18,20,35,0,2,0,0.092165898,0.161290322,0.276923076,0.341013824,0.323076923,0.664090747,0.046153847,0.333333333,0.323366941394893,96.0204547790846,0.25625,0.475,0.26875,0.046511627,0.35185185,0.08150852,sa3022598,,,
2050,Connor Burns,CIN,"A,A+",22,75,260,300,49,28,11,2,8,31,38,37,104,0,0,1,0.123333333,0.346666666,0.188461538,0.287625418,0.338461538,0.626086956,0.15,0.273333333,0.301985280968273,82.8798689640666,0.235668789,0.299363057,0.464968152,0.205479452,0.32075472,0.15972748,sa3022599,,,
2051,Jake Gelof,LAD,"A,A+",22,91,314,381,72,42,17,3,10,51,58,56,92,1,16,2,0.146981627,0.241469816,0.229299363,0.338582677,0.398089171,0.736671848,0.168789808,0.279279279,0.344711968145872,106.483146125837,0.210526315,0.315789473,0.47368421,0.25,0.40086207,0.12293457,sa3022600,Heaters,,Kelly Leak; Es un bandido
2052,Ben McCabe,COL,A,24,57,182,214,34,23,8,1,2,16,14,16,66,13,1,2,0.074766355,0.308411214,0.186813186,0.297169811,0.274725274,0.571895085,0.087912088,0.278260869,0.288455293144819,61.6510946727493,0.169642857,0.473214285,0.357142857,0.35,0.62184874,0.17265353,sa3022601,,,
2053,RJ Schreck,SEA,"A+,AA",23,97,340,421,87,47,25,1,14,60,50,68,63,11,10,2,0.16152019,0.149643705,0.255882352,0.394299287,0.458823529,0.853122816,0.202941177,0.275471698,0.395149417008672,142.931283748113,0.235507246,0.307971014,0.456521739,0.238095238,0.46931408,0.06824926,sa3022602,,,
2054,Brett Bateman,CHC,"A+,AA",22,88,335,403,94,78,12,3,1,54,25,58,69,4,24,4,0.143920595,0.17121588,0.280597014,0.389027431,0.343283582,0.732311013,0.062686568,0.345724907,0.354420653602428,119.43428505982,0.267924528,0.509433962,0.222641509,0.118644067,0.35661765,0.0501548,sa3022603,,,
2055,Avery Owusu-Asiedu,PHI,A,21,86,272,311,52,32,11,2,7,37,21,33,115,3,17,3,0.106109324,0.369774919,0.19117647,0.283870967,0.323529411,0.607400378,0.132352941,0.296052631,0.294692298866087,78.311554046048,0.184713375,0.388535031,0.426751592,0.358208955,0.4875,0.17546584,sa3022604,,,
2056,Myles Naylor,OAK,A,19,99,357,429,71,45,14,2,10,41,51,69,141,1,5,0,0.16083916,0.328671328,0.198879551,0.328671328,0.333333333,0.662004661,0.134453782,0.29326923,0.32408309414565,83.0734017086862,0.18095238,0.457142857,0.361904761,0.171052631,0.42727273,0.18392857,sa3022605,,,
2057,Trent Farquhar,PHI,"A,A+,CPX",23,53,170,226,49,37,10,1,1,30,16,43,44,11,17,2,0.190265486,0.194690265,0.288235294,0.455752212,0.376470588,0.8322228,0.088235294,0.377952755,0.411852160650017,151.549407285494,0.274193548,0.524193548,0.201612903,0.04,0.390625,0.07142857,sa3022606,,,
2058,Jay Harry,MIN,A+,21,90,323,371,69,43,16,1,9,39,40,32,77,12,5,5,0.086253369,0.207547169,0.213622291,0.30458221,0.352941176,0.657523386,0.139318885,0.248962655,0.31165821099217,91.403234703375,0.208835341,0.425702811,0.365461847,0.186813186,0.552,0.12271341,sa3022607,,,
2059,Keaton Anthony,PHI,"A,A+",23,80,282,339,94,70,18,1,5,42,48,43,49,8,3,1,0.126843657,0.144542772,0.333333333,0.430267062,0.457446808,0.88771387,0.124113475,0.383620689,0.415769253559966,155.132122785407,0.314655172,0.443965517,0.24137931,0.071428571,0.36554622,0.07473842,sa3022608,,,
2060,Aidan Miller,PHI,"A,A+",20,82,316,376,77,43,22,4,8,51,48,50,86,9,19,4,0.132978723,0.228723404,0.243670886,0.361702127,0.414556962,0.776259089,0.170886076,0.30941704,0.36704361692388,125.067874250241,0.186666666,0.417777777,0.395555555,0.303370786,0.47186147,0.09815547,sa3022609,Aidand4,Wander if she's Legal,Gus’s Goons
2061,Caleb Hobson,COL,A,22,92,319,380,79,63,9,4,3,60,27,49,110,4,33,6,0.128947368,0.289473684,0.247648902,0.351063829,0.329153605,0.680217434,0.081504703,0.361904761,0.334169688542683,89.1382756568477,0.177884615,0.495192307,0.326923076,0.279411764,0.43981481,0.12267905,sa3022610,,,
2062,Aidan Smith,SEA,A,19,82,313,378,87,50,27,1,9,65,44,55,94,8,30,5,0.145502645,0.248677248,0.277955271,0.396825396,0.456869009,0.853694405,0.178913738,0.367924528,0.403571260196191,131.710874887559,0.220657276,0.328638497,0.450704225,0.25,0.51131222,0.11891516,sa3022611,,Super Duper Melonheads,
2063,Sammy Stafura,CIN,"A,CPX",19,73,275,334,74,49,12,5,8,55,50,49,83,4,21,4,0.146706586,0.248502994,0.269090909,0.38253012,0.436363636,0.818893756,0.167272727,0.351063829,0.38750630509097,129.441917560674,0.252631578,0.378947368,0.368421052,0.171428571,0.37948718,0.13409091,sa3022612,,,
2064,Brandon Winokur,MIN,A,19,76,292,338,71,46,14,2,9,47,41,31,93,10,18,5,0.091715976,0.275147928,0.243150684,0.332344213,0.397260273,0.729604486,0.154109589,0.319587628,0.347675645386783,111.03303690661,0.27,0.39,0.34,0.220588235,0.47524752,0.18023256,sa3022613,,,
2065,Luke Keaschall,MIN,"A+,AA",21,102,379,464,115,78,21,1,15,80,48,62,80,18,23,6,0.133620689,0.172413793,0.303430079,0.42025862,0.482849604,0.903108224,0.179419525,0.346020761,0.416957034920513,157.816032070578,0.242424242,0.34006734,0.417508417,0.193548387,0.52302632,0.06774014,sa3022614,Montgomery Biscuits,Super Duper Melonheads,Woo-Suk Go Away
2066,Matt Shaw,CHC,"AA,AAA",22,94,337,401,91,63,11,3,14,62,52,48,72,8,26,9,0.119700748,0.179551122,0.270029673,0.3675,0.445103857,0.812603857,0.175074184,0.298449612,0.375829760581254,138.678035171414,0.196296296,0.44074074,0.362962962,0.193877551,0.36630037,0.09536251,sa3022615,Lakeland Flying Tigers,Hoerner for Nico,Satchel’s Pages
2067,Ethan O'Donnell,CIN,A+,22,83,280,323,71,48,11,6,6,49,28,33,84,7,23,4,0.102167182,0.260061919,0.253571428,0.345794392,0.4,0.745794392,0.146428572,0.340314136,0.349444397911429,115.640395272677,0.226804123,0.458762886,0.314432989,0.180327868,0.43718593,0.14875389,sa3022616,,,
2068,Arturo Disla,TEX,"A,A+",23,100,364,409,100,66,21,0,13,41,55,36,74,8,3,1,0.088019559,0.180929095,0.274725274,0.352078239,0.439560439,0.791638678,0.164835165,0.31294964,0.37535111478605,131.533407118827,0.18505338,0.448398576,0.366548042,0.310679611,0.35958904,0.14652262,sa3022618,,,
2069,Caleb Cali,SEA,"A,A+",23,97,354,424,85,47,22,3,13,62,64,61,121,5,7,2,0.143867924,0.285377358,0.240112994,0.356132075,0.429378531,0.785510606,0.189265537,0.321428571,0.366726922117314,118.676230518601,0.272727272,0.363636363,0.363636363,0.142857142,0.40084388,0.11161473,sa3022651,,,
2070,Carson Jones,SEA,A,23,87,339,387,87,53,17,5,12,62,58,35,117,5,33,4,0.090439276,0.302325581,0.256637168,0.330729166,0.442477876,0.773207042,0.185840708,0.348837209,0.357092073497672,102.921061984027,0.235294117,0.371040723,0.393665158,0.206896551,0.47598253,0.14861996,sa3022652,,,
2071,Jace Bohrofen,TOR,A+,22,94,334,400,78,47,21,2,8,44,40,52,98,10,8,3,0.13,0.245,0.233532934,0.350877192,0.38023952,0.731116712,0.146706586,0.303030303,0.346046411005177,110.802697264949,0.181434599,0.392405063,0.426160337,0.168316831,0.52301255,0.13996076,sa3022653,,,
2072,Devin Hurdle,TEX,"A,A+,AA",24,26,77,86,14,11,2,1,0,7,9,6,23,3,1,2,0.069767441,0.26744186,0.181818181,0.26744186,0.233766233,0.501208093,0.051948052,0.259259259,0.247679925242135,52.8237054556654,0.148148148,0.648148148,0.203703703,0.363636363,0.59259259,0.18181818,sa3022655,,,
2073,Quincy Scott,TEX,A+,21,88,280,330,63,48,13,1,1,27,40,37,81,8,9,4,0.112121212,0.245454545,0.225,0.327272727,0.289285714,0.616558441,0.064285714,0.305418719,0.298919985872326,84.7741108981781,0.267676767,0.464646464,0.267676767,0.226415094,0.43902439,0.12015504,sa3022656,,,
2074,Mike Boeve,MIL,"A+,AA",22,78,293,342,99,75,15,3,6,44,36,40,54,3,2,1,0.116959064,0.157894736,0.337883959,0.415204678,0.470989761,0.886194439,0.133105802,0.389121338,0.408907299327571,159.919149753119,0.289795918,0.436734693,0.273469387,0.104477611,0.3877551,0.06245353,sa3022658,,,
2075,Braden Barry,TOR,"A,CPX",22,30,91,105,19,16,2,0,1,13,8,12,32,1,7,1,0.114285714,0.304761904,0.208791208,0.304761904,0.263736263,0.568498167,0.054945055,0.305084745,0.28698247444062,70.7191187642136,0.314814814,0.351851851,0.333333333,0.222222222,0.30909091,0.12661499,sa3022659,,,
2076,Kendall George,LAD,A,19,84,334,396,93,83,5,4,1,74,31,56,79,3,36,11,0.141414141,0.199494949,0.278443113,0.383838383,0.326347305,0.710185688,0.047904192,0.357976653,0.354776684232432,101.528863241631,0.196,0.484,0.32,0.175,0.30620155,0.10298792,sa3022660,,,
2077,Carter Trice,CHC,"A,CPX",21,68,226,268,52,26,15,3,8,31,34,38,83,2,8,1,0.141791044,0.309701492,0.230088495,0.343283582,0.429203539,0.772487121,0.199115044,0.321167883,0.367076666275067,120.382770626124,0.208633093,0.402877697,0.388489208,0.166666666,0.50340136,0.13606089,sa3022661,,,
2078,Michael Baez,ATL,DSL,19,35,97,118,22,15,7,0,0,15,13,15,32,6,0,0,0.127118644,0.27118644,0.226804123,0.364406779,0.298969072,0.663375851,0.072164949,0.338461538,0.356247364464452,95.2905180235523,0.192982456,0.438596491,0.368421052,0.095238095,0.48275862,0.33684211,sa3022662,,,
2079,Gavin Dugas,WSN,"A,A+",24,71,230,281,58,40,14,0,4,43,28,26,80,23,11,2,0.09252669,0.284697508,0.252173913,0.382142857,0.365217391,0.747360248,0.113043478,0.367346938,0.36591727903911,126.100318462378,0.22147651,0.348993288,0.429530201,0.390625,0.44370861,0.15803815,sa3022667,,,
2080,Darius Perry,COL,A,23,56,178,212,31,19,9,0,3,17,21,25,75,6,0,0,0.117924528,0.353773584,0.174157303,0.293838862,0.275280898,0.56911976,0.101123595,0.274509803,0.286096403666582,60.2327400943831,0.203883495,0.368932038,0.427184466,0.25,0.58490566,0.19183168,sa3022668,,,
2081,Kiko Romero,NYY,A+,23,66,195,236,43,24,12,1,6,25,21,36,74,5,9,1,0.152542372,0.313559322,0.22051282,0.355932203,0.384615384,0.740547587,0.164102564,0.32173913,0.349697115562729,116.537795986303,0.20661157,0.347107438,0.446280991,0.24074074,0.49586777,0.16996047,sa3022669,,,
2082,Andrew Pinckney,WSN,AA,23,106,407,452,107,79,19,3,6,51,42,33,123,8,21,9,0.073008849,0.272123893,0.262899262,0.328888888,0.368550368,0.697439256,0.105651106,0.360714285,0.32205574856864,100.335163429478,0.271428571,0.514285714,0.214285714,0.216666666,0.43554007,0.14730406,sa3022670,,,
2083,Braylen Wimmer,COL,A,23,97,385,434,110,76,19,2,13,79,57,33,87,9,21,3,0.076036866,0.200460829,0.285714285,0.350230414,0.446753246,0.79698366,0.161038961,0.33219178,0.370031959175514,110.701564743492,0.207357859,0.421404682,0.371237458,0.144144144,0.42345277,0.12933333,sa3022671,,,
2084,Yohandy Morales,WSN,"A,AA",22,50,177,200,48,32,8,1,7,24,32,19,44,3,4,3,0.095,0.22,0.27118644,0.35,0.446327683,0.796327683,0.175141243,0.322834645,0.364584266543388,126.841354851507,0.23076923,0.461538461,0.307692307,0.075,0.38059701,0.14051842,sa3022672,Moonstars,,
2085,Cole Foster,SFG,"A,A+",22,77,296,335,63,41,17,1,4,37,41,23,89,12,7,2,0.068656716,0.265671641,0.212837837,0.293413173,0.317567567,0.61098074,0.10472973,0.286407766,0.295765528243458,67.9395657063981,0.217821782,0.386138613,0.396039603,0.2,0.45023697,0.16126351,sa3022673,,,
2086,Elijah Nunez,WSN,"A+,CPX",22,41,110,140,14,12,2,0,0,20,10,28,33,0,14,3,0.2,0.235714285,0.127272727,0.3,0.145454545,0.445454545,0.018181818,0.177215189,0.247420163239751,49.8609483845401,0.168831168,0.519480519,0.311688311,0.291666666,0.37974684,0.06879195,sa3022674,,,
2087,Jack Payton,SFG,"A,A+,CPX",22,47,174,208,46,27,16,1,2,31,23,23,43,10,2,0,0.110576923,0.206730769,0.264367816,0.379807692,0.40229885,0.782106542,0.137931034,0.338461538,0.377213233365462,114.796991755988,0.232558139,0.465116279,0.302325581,0.179487179,0.53030303,0.10714286,sa3022675,,,
2088,Marcus Brown,WSN,"A,A+",22,89,318,350,68,45,17,3,3,48,39,22,68,8,6,2,0.062857142,0.194285714,0.213836477,0.280802292,0.314465408,0.5952677,0.100628931,0.262096774,0.286510064130526,76.4554850047535,0.241803278,0.483606557,0.274590163,0.23880597,0.48015873,0.12852405,sa3022676,,,
2089,Garret Guillemette,HOU,A+,22,81,284,320,58,37,13,0,8,36,35,31,93,3,2,0,0.096875,0.290625,0.204225352,0.2875,0.334507042,0.622007042,0.13028169,0.27027027,0.291543881595134,80.1599813704476,0.195767195,0.365079365,0.439153439,0.325301204,0.56544503,0.14658804,sa3022677,,,
2090,Brandon Pimentel,WSN,A,24,96,362,399,102,75,19,1,7,40,72,19,90,12,17,4,0.047619047,0.225563909,0.281767955,0.333333333,0.397790055,0.731123388,0.1160221,0.350553505,0.346976658956489,113.909286053707,0.23880597,0.473880597,0.287313432,0.194805194,0.46953405,0.17717087,sa3022678,,,
2091,Bennett Lee,DET,"A,A+",22,45,146,170,27,14,10,0,3,15,20,20,47,4,0,0,0.117647058,0.276470588,0.184931506,0.3,0.315068493,0.615068493,0.130136987,0.25,0.299242128344143,83.237367609356,0.214285714,0.387755102,0.397959183,0.205128205,0.55445545,0.10157368,sa3022679,,,
2092,Phillip Glasser,WSN,"A,A+,AA",24,91,342,401,109,77,23,1,8,67,44,48,59,6,22,4,0.119700748,0.147132169,0.31871345,0.408521303,0.461988304,0.870509607,0.143274854,0.363309352,0.403124519778256,149.547149236995,0.245487364,0.577617328,0.176895306,0.163265306,0.39721254,0.06870748,sa3022680,,,
2093,Xavier Casserilla,HOU,A,21,60,203,230,46,31,15,0,0,17,27,15,63,12,6,2,0.065217391,0.273913043,0.226600985,0.317391304,0.30049261,0.617883914,0.073891625,0.328571428,0.307980850468511,89.830705081531,0.282608695,0.5,0.217391304,0.4,0.47857143,0.11941964,sa3022681,,,
2094,Drew Cavanaugh,SFG,"A,AAA",22,40,129,158,30,22,6,0,2,17,22,24,45,4,0,0,0.151898734,0.284810126,0.232558139,0.367088607,0.325581395,0.692670002,0.093023256,0.337349397,0.342133100625056,93.7248582343388,0.292682926,0.414634146,0.292682926,0.125,0.45882353,0.10176991,sa3022682,,,
2095,Max Clark,DET,"A,A+",19,91,356,417,104,73,18,5,8,70,68,53,79,3,27,4,0.127098321,0.189448441,0.292134831,0.384615384,0.438202247,0.822817631,0.146067416,0.351648351,0.388943636503357,137.419366697671,0.253623188,0.481884057,0.264492753,0.205479452,0.44169611,0.08485958,sa3022683,The Authority,Tanner Houck Tuah,Gus’s Goons
2096,Ty Hanchey,SFG,"A,CPX",24,49,172,208,48,33,9,1,5,30,32,31,41,3,2,1,0.149038461,0.197115384,0.279069767,0.394230769,0.430232558,0.824463327,0.151162791,0.3359375,0.391037677509197,120.649530238574,0.215384615,0.423076923,0.361538461,0.234042553,0.45112782,0.08739076,sa3022684,,,
2097,Nick Goodwin,TOR,A+,22,94,342,389,69,45,13,2,9,35,37,33,98,13,5,4,0.084832904,0.25192802,0.201754385,0.29562982,0.330409356,0.626039176,0.128654971,0.254237288,0.298423009390696,80.3730050061591,0.200819672,0.295081967,0.50409836,0.235772357,0.45714286,0.14777999,sa3022685,,,
2098,Justin Wishkoski,SFG,"A+,AA",23,91,315,362,82,59,16,1,6,44,41,32,63,12,18,3,0.08839779,0.174033149,0.26031746,0.348066298,0.374603174,0.722669472,0.114285714,0.305220883,0.340802355036551,107.973155568859,0.217391304,0.391304347,0.391304347,0.292929292,0.51171875,0.11526232,sa3022686,,,
2099,Cam Fisher,HOU,"A+,CPX",23,69,221,272,36,14,8,0,14,39,31,43,120,8,12,1,0.158088235,0.44117647,0.162895927,0.319852941,0.389140271,0.708993212,0.226244344,0.252873563,0.33586029270116,104.364163976421,0.166666666,0.291666666,0.541666666,0.326923076,0.48453608,0.16324786,sa3022687,,,
2100,Jared Dickey,KCR,A+,22,95,343,393,93,67,14,3,9,44,46,38,73,11,8,6,0.096692111,0.185750636,0.271137026,0.361323155,0.408163265,0.76948642,0.137026239,0.320610687,0.362829203520719,124.143312942482,0.285714285,0.417293233,0.296992481,0.151898734,0.44485294,0.10873916,sa3022688,,,
2101,Charlie Szykowny,SFG,"A,A+",24,74,281,327,92,56,24,6,6,44,51,28,66,10,2,0,0.085626911,0.201834862,0.327402135,0.397553516,0.519572953,0.917126469,0.192170818,0.396313364,0.418962592743223,144.644029990612,0.277272727,0.386363636,0.336363636,0.216216216,0.46428571,0.08987854,sa3022689,,,
2102,Nadir Lewis,SFG,A,23,19,58,69,9,6,2,0,1,6,4,10,24,0,0,1,0.144927536,0.347826086,0.155172413,0.275362318,0.24137931,0.516741628,0.086206897,0.235294117,0.263226085814876,46.4812607084597,0.228571428,0.4,0.371428571,0.076923076,0.51428571,0.16896552,sa3022690,,,
2103,Anthony Huezo,HOU,"AA,CPX",18,41,122,145,18,9,4,1,4,15,12,16,59,5,6,2,0.110344827,0.406896551,0.147540983,0.268965517,0.295081967,0.564047484,0.147540984,0.229508196,0.282609498089757,58.8929294857524,0.19047619,0.285714285,0.523809523,0.272727272,0.42857143,0.21355236,sa3022691,,,
2104,Yahil Melendez,CHC,CPX,18,53,179,218,48,29,13,3,3,47,23,30,62,8,11,6,0.137614678,0.284403669,0.268156424,0.394495412,0.424581005,0.819076417,0.156424581,0.391304347,0.394594870679389,114.047070415037,0.286956521,0.365217391,0.347826086,0.125,0.50420168,0.16782247,sa3022692,,,
2105,Jose Ortiz,SFG,"A,CPX",19,28,88,115,26,21,3,1,1,24,13,14,21,11,10,2,0.12173913,0.182608695,0.295454545,0.44347826,0.386363636,0.829841896,0.090909091,0.367647058,0.41866292901661,128.075644114577,0.20289855,0.434782608,0.36231884,0.24,0.49275362,0.15867159,sa3022693,,,
2106,Luke Shliger,SFG,"A,A+",22,69,241,304,57,39,13,2,3,38,29,52,56,10,10,4,0.171052631,0.184210526,0.236514522,0.391447368,0.34439834,0.735845708,0.107883818,0.295081967,0.369056465594392,111.754755417249,0.23756906,0.386740331,0.375690607,0.176470588,0.41621622,0.08512397,sa3022694,,,
2107,Jared Wegner,NYY,AA,24,73,238,280,52,33,12,2,5,30,28,34,78,5,5,5,0.121428571,0.278571428,0.218487394,0.325,0.348739495,0.673739495,0.130252101,0.297468354,0.314913118737084,95.6883827546984,0.205128205,0.448717948,0.346153846,0.37037037,0.58282209,0.1202046,sa3022695,,,
2108,Spencer Nivens,KCR,"A+,CPX",22,80,283,327,60,36,11,2,11,37,37,39,95,2,4,3,0.119266055,0.290519877,0.212014134,0.308868501,0.381625441,0.690493942,0.169611307,0.272222222,0.322650424907543,96.9114355154749,0.226315789,0.294736842,0.478947368,0.164835164,0.515625,0.10976533,sa3022697,,,
2109,Will Bush,HOU,"A,A+",20,75,230,276,51,36,10,0,5,25,36,34,76,8,5,0,0.123188405,0.275362318,0.22173913,0.338181818,0.330434782,0.6686166,0.108695652,0.302631578,0.329284403228411,102.99561839856,0.279220779,0.37012987,0.35064935,0.166666666,0.40506329,0.12511251,sa3022698,,,
2110,Scott Bandura,SFG,"A,A+,CPX",22,65,253,299,64,44,13,3,4,50,47,35,71,9,19,4,0.117056856,0.237458193,0.252964426,0.361204013,0.375494071,0.736698084,0.122529645,0.333333333,0.353972614409532,108.937417546307,0.244444444,0.427777777,0.327777777,0.186440677,0.36756757,0.10266774,sa3022699,,,
2111,Chase Jaworsky,HOU,A,19,78,283,328,66,42,20,0,4,45,32,29,68,15,28,6,0.088414634,0.207317073,0.233215547,0.335365853,0.346289752,0.681655605,0.113074205,0.29245283,0.335247397604512,106.666867441089,0.224299065,0.429906542,0.345794392,0.351351351,0.46759259,0.10553633,sa3022700,,,
2112,Quinn McDaniel,SFG,A+,21,96,367,433,86,55,15,4,12,57,45,58,143,4,30,7,0.133949191,0.330254041,0.234332425,0.342592592,0.395095367,0.737687959,0.160762942,0.344186046,0.345619339633871,110.529813557342,0.213636363,0.381818181,0.404545454,0.08988764,0.35964912,0.15650173,sa3022701,,,
2113,Pascanel Ferreras,HOU,"A+,AA",22,86,319,364,76,51,11,5,9,42,35,35,93,9,6,3,0.096153846,0.255494505,0.238244514,0.329670329,0.388714733,0.718385062,0.150470219,0.307339449,0.334441936933077,105.055452391134,0.252212389,0.433628318,0.314159292,0.183098591,0.43612335,0.15832711,sa3022702,,,
2114,Zyhir Hope,LAD,"A,CPX",19,40,145,177,46,27,12,0,7,33,27,26,41,6,6,2,0.146892655,0.231638418,0.317241379,0.440677966,0.544827586,0.985505552,0.227586207,0.402061855,0.45826047221146,162.021218792687,0.24,0.41,0.35,0.171428571,0.50961538,0.0826087,sa3022703,Savannah Bananas,Tokyo Airport Sushi,Moneyball
2115,Jackson Hornung,TOR,A+,23,93,338,385,81,59,16,1,5,33,31,41,101,6,0,0,0.106493506,0.262337662,0.23964497,0.332467532,0.337278106,0.669745638,0.097633136,0.327586206,0.320650230754505,94.5754240467817,0.1875,0.522321428,0.290178571,0.169230769,0.4556962,0.11417323,sa3022704,,,
2116,Bo Davidson,SFG,"A,CPX",21,58,200,239,66,39,14,4,9,40,39,35,57,4,7,3,0.146443514,0.238493723,0.33,0.439330543,0.575,1.014330543,0.245,0.425373134,0.465064262495878,165.751076450358,0.239436619,0.485915492,0.274647887,0.0,0.34265734,0.13646055,sa3022706,,,
2117,Cole Elvis,MIN,"A,CPX",24,29,76,87,10,8,2,0,0,5,4,10,37,0,2,1,0.114942528,0.425287356,0.131578947,0.229885057,0.157894736,0.387779793,0.026315789,0.25,0.206908732310108,21.1903271294338,0.256410256,0.384615384,0.358974358,0.071428571,0.5,0.18944099,sa3022747,,,
2118,Drew Ehrhard,BOS,"A+,AA",25,19,55,64,18,7,6,1,4,14,10,6,13,3,0,0,0.09375,0.203125,0.327272727,0.421875,0.69090909,1.11278409,0.363636363,0.368421052,0.48389031086117,204.262733973929,0.214285714,0.5,0.285714285,0.166666666,0.64285714,0.11032028,sa3022748,,,
2119,Kellum Clark,NYM,"A,A+",23,52,157,195,32,28,3,1,0,17,11,35,58,3,3,1,0.179487179,0.297435897,0.203821656,0.358974358,0.235668789,0.594643147,0.031847133,0.323232323,0.304257286578109,87.5807780442424,0.242424242,0.505050505,0.252525252,0.28,0.53,0.15375154,sa3022749,,,
2120,Roc Riggio,NYY,A+,22,88,334,399,71,39,20,4,8,59,34,56,76,7,20,5,0.140350877,0.19047619,0.21257485,0.336683417,0.368263473,0.70494689,0.155688623,0.250996015,0.331456524899384,105.12737595696,0.19047619,0.357142857,0.452380952,0.184210526,0.46153846,0.10441767,sa3022750,,,
2121,Dylan Campbell,LAD,A+,21,96,359,404,94,65,19,1,9,55,46,37,90,4,38,6,0.091584158,0.222772277,0.26183844,0.334158415,0.395543175,0.72970159,0.133704735,0.321969696,0.340347396232945,109.861375496661,0.255555555,0.329629629,0.414814814,0.258928571,0.45985401,0.10483365,sa3022751,,,
