,Name,Team,Level,Age,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,SO,HBP,SB,CS,BB%,K%,AVG,OBP,SLG,OPS,ISO,BABIP,wOBA,wRC+,LD%,GB%,FB%,IFFB%,Pull%,SwStr%,PlayerId,EDB Team,TWTC Team,BL Team
228,Neyfy Castillo,ARI,"A,A+,AA",23,96,364,417,81,54,12,3,12,49,62,40,132,9,11,6,0.095923261,0.316546762,0.222527472,0.311750599,0.37087912,0.682629719,0.148351648,0.308035714,0.318306873767421,92.3246715362038,0.19650655,0.423580786,0.379912663,0.183908045,0.55084746,0.17120387,sa3005544,,,
229,Nelson Medina,NYY,A+,23,50,156,173,18,14,3,1,0,13,14,14,74,2,8,0,0.080924855,0.427745664,0.115384615,0.196531791,0.147435897,0.343967688,0.032051282,0.216867469,0.175638378011008,7.65517579608781,0.180722891,0.493975903,0.325301204,0.222222222,0.46987952,0.19176136,sa3005549,,,
230,Rainer Nunez,TOR,AA,23,80,294,332,76,55,9,2,10,29,45,35,61,0,2,0,0.105421686,0.183734939,0.258503401,0.334337349,0.404761904,0.739099253,0.146258503,0.292035398,0.337473420134509,110.365437988277,0.211206896,0.525862068,0.262931034,0.147540983,0.36864407,0.12018141,sa3005551,,,
231,Eddys Leonard,DET,"A,A+,AAA",23,49,173,194,39,26,9,1,3,21,16,14,52,6,8,0,0.072164948,0.268041237,0.225433526,0.304123711,0.341040462,0.645164173,0.115606936,0.302521008,0.300443895391582,74.3848278247195,0.168067226,0.403361344,0.428571428,0.333333333,0.46721311,0.15675676,sa3005554,,,
232,Enmanuel Pire,KCR,CPX,23,28,73,88,21,20,0,0,1,9,9,13,14,2,0,1,0.147727272,0.159090909,0.287671232,0.409090909,0.328767123,0.737858032,0.041095891,0.344827586,0.379583389244296,105.479096342571,0.210526315,0.350877192,0.438596491,0.04,0.45762712,0.11026616,sa3005562,,,
233,Carlos Santiago,MIA,A+,22,54,187,202,32,15,8,0,9,19,27,13,64,2,4,1,0.064356435,0.316831683,0.171122994,0.232673267,0.35828877,0.590962037,0.187165776,0.201754385,0.271890655678896,66.3731063453862,0.203252032,0.325203252,0.471544715,0.258620689,0.47154472,0.19444444,sa3005565,,,
234,Yunior Garcia,SEA,"A+,CPX",22,38,136,148,26,15,5,0,6,23,24,6,40,1,0,0,0.04054054,0.27027027,0.19117647,0.226027397,0.360294117,0.586321514,0.169117647,0.215053763,0.267602455534347,56.6688484658516,0.145833333,0.5,0.354166666,0.235294117,0.42424242,0.2,sa3005570,,,
235,Carlos Arroyo,ATL,A+,22,54,160,185,29,22,5,0,2,17,12,17,52,6,8,3,0.091891891,0.281081081,0.18125,0.282608695,0.25,0.532608695,0.06875,0.252336448,0.262264086500458,61.8439757887473,0.23076923,0.528846153,0.240384615,0.08,0.44954128,0.1504298,sa3005576,,,
236,Jommer Hernandez,TOR,A+,23,42,132,147,32,28,3,0,1,11,12,12,42,2,0,0,0.081632653,0.285714285,0.242424242,0.31292517,0.287878787,0.600803957,0.045454545,0.344444444,0.290164286587514,75.0959692457596,0.280898876,0.471910112,0.247191011,0.181818181,0.3956044,0.18317757,sa3005586,,,
237,Daniel Vellojin,CIN,AA,24,52,144,173,23,18,3,1,1,12,16,28,43,0,0,0,0.16184971,0.248554913,0.159722222,0.294797687,0.215277777,0.510075464,0.055555555,0.217821782,0.259543493303949,63.7149387675716,0.168316831,0.445544554,0.386138613,0.23076923,0.49019608,0.10987483,sa3005587,,,
238,Julio Carreras,COL,AAA,24,84,308,339,73,49,17,5,2,47,26,22,102,2,25,3,0.064896755,0.300884955,0.237012987,0.290419161,0.344155844,0.634575005,0.107142857,0.344660194,0.286723019655593,56.3164754932847,0.199004975,0.611940298,0.189054726,0.210526315,0.43396226,0.13564669,sa3005598,,,
239,Danny Bautista Jr.,OAK,A+,23,81,288,333,73,53,13,3,4,42,39,31,41,8,13,4,0.093093093,0.123123123,0.253472222,0.339393939,0.361111111,0.70050505,0.107638889,0.280487804,0.332756786635427,105.039316039441,0.161290322,0.54032258,0.298387096,0.216216216,0.40239044,0.07010475,sa3005602,,,
240,Alberto Rodriguez,SEA,AA,23,79,298,322,67,49,13,2,3,27,32,19,92,2,7,3,0.059006211,0.285714285,0.224832214,0.274143302,0.312080536,0.586223838,0.087248322,0.312195121,0.272075737826526,64.8144198746593,0.217391304,0.483091787,0.299516908,0.177419354,0.41626794,0.13061224,sa3005603,,,
241,Reidy Mercado,MIL,A,23,54,122,139,22,17,3,1,1,21,4,14,42,1,16,2,0.100719424,0.302158273,0.180327868,0.270072992,0.245901639,0.515974631,0.065573771,0.265822784,0.260003064235631,60.2060593704333,0.175,0.5875,0.2375,0.157894736,0.51851852,0.15820313,sa3005612,,,
242,Felix Valerio,MIL,"A+,CPX",23,47,156,181,40,31,5,2,2,25,26,22,38,3,8,1,0.121546961,0.209944751,0.256410256,0.359116022,0.352564102,0.711680124,0.096153846,0.327586206,0.345307947193061,104.889868510968,0.256410256,0.41025641,0.333333333,0.256410256,0.4789916,0.11002786,sa3005613,,,
243,Darlin Moquete,STL,A+,24,61,209,233,49,30,7,3,9,40,23,20,54,1,12,2,0.085836909,0.231759656,0.23444976,0.303030303,0.42583732,0.728867623,0.19138756,0.272108843,0.335877207966593,107.021614957222,0.176470588,0.424836601,0.39869281,0.295081967,0.51923077,0.14079823,sa3005617,,,
244,Ronaiker Palma,COL,AA,24,42,138,163,32,28,3,0,1,17,12,21,28,3,5,0,0.128834355,0.171779141,0.231884057,0.345679012,0.275362318,0.62104133,0.043478261,0.284403669,0.303604505680225,88.3313383816282,0.203703703,0.564814814,0.231481481,0.2,0.40540541,0.05988024,sa3005624,,,
245,Stanley Consuegra,NYM,"A+,AA",23,96,345,391,78,48,19,1,10,42,45,36,121,9,8,4,0.092071611,0.309462915,0.226086956,0.314578005,0.373913043,0.688491048,0.147826087,0.316279069,0.319162053175461,97.5623459510259,0.18018018,0.405405405,0.414414414,0.315217391,0.52654867,0.16014235,sa3005628,,,
246,Heriberto Hernandez,TBR,"AA,AAA",24,82,278,334,64,29,18,1,16,51,47,44,93,6,4,1,0.131736526,0.278443113,0.230215827,0.341317365,0.474820143,0.816137508,0.244604316,0.274285714,0.369254559996616,130.369177435995,0.197860962,0.417112299,0.385026737,0.138888888,0.62303665,0.16441441,sa3005630,,,
247,Dalvy Rosario,MIA,"A+,AA,AAA",23,49,150,163,27,22,2,1,2,21,11,8,48,0,7,2,0.049079754,0.294478527,0.18,0.220125786,0.246666666,0.466792452,0.066666666,0.247524752,0.220594073241611,37.0758519236677,0.21,0.38,0.41,0.390243902,0.40566038,0.16267123,sa3005712,,,
248,Alvaro Gonzalez,DET,"A,AAA",23,44,108,126,17,12,3,1,1,16,8,15,35,3,2,0,0.119047619,0.277777777,0.157407407,0.277777777,0.231481481,0.509259258,0.074074074,0.222222222,0.257793386304189,53.0368711445453,0.150684931,0.356164383,0.493150684,0.361111111,0.50684932,0.13441955,sa3005715,,,
249,Luis Rodriguez,STL,"A+,AA",24,16,48,50,10,9,1,0,0,4,6,2,20,0,1,0,0.04,0.4,0.208333333,0.24,0.229166666,0.469166666,0.020833333,0.357142857,0.223359760046005,34.115868203652,0.178571428,0.571428571,0.25,0.428571428,0.28571429,0.21081081,sa3005727,,,
250,Brandon Valenzuela,SDP,"AA,AAA",23,90,323,364,75,50,16,0,9,38,43,34,86,3,0,2,0.093406593,0.236263736,0.232198142,0.307692307,0.365325077,0.673017384,0.133126935,0.284482758,0.311569691525346,89.4067022947692,0.251046025,0.292887029,0.456066945,0.201834862,0.41908714,0.13573001,sa3005729,,,
251,Junior Perez,OAK,AA,22,79,283,325,67,37,22,2,6,45,39,36,116,0,24,4,0.11076923,0.356923076,0.236749116,0.318885448,0.392226148,0.711111596,0.155477032,0.369696969,0.327388593102387,100.203340121606,0.266272189,0.372781065,0.360946745,0.114754098,0.47674419,0.14774381,sa3005744,,,
252,Carlos Aguiar,MIN,A,22,42,139,155,32,14,11,2,5,18,21,15,45,0,3,0,0.096774193,0.29032258,0.230215827,0.303225806,0.446043165,0.749268971,0.215827338,0.3,0.347852053180817,111.141982924331,0.315789473,0.27368421,0.410526315,0.256410256,0.50526316,0.16612378,sa3005755,,,
253,Diego Hernandez,KCR,AA,23,83,294,320,68,52,10,1,5,32,36,14,81,1,4,7,0.04375,0.253125,0.231292517,0.265175718,0.323129251,0.588304969,0.091836734,0.297169811,0.270946608374294,64.0920078434192,0.221698113,0.518867924,0.259433962,0.127272727,0.41363636,0.12412587,sa3005759,,,
254,Rolando Espinosa,HOU,AA,23,65,203,228,48,31,10,1,6,25,29,22,77,0,9,2,0.096491228,0.337719298,0.236453201,0.307017543,0.384236453,0.691253996,0.147783252,0.341463414,0.317904827626127,94.1356689011233,0.2890625,0.296875,0.4140625,0.283018867,0.51162791,0.17717391,sa3005774,,,
255,Viandel Pena,WSN,A+,23,78,283,316,78,62,12,4,0,36,30,28,71,1,20,2,0.088607594,0.224683544,0.275618374,0.342948717,0.346289752,0.689238469,0.070671378,0.367924528,0.324580658322725,100.826170631244,0.278846153,0.485576923,0.235576923,0.061224489,0.40654206,0.11033411,sa3005775,,,
256,Jefferson Encarnacion,CHC,"A,CPX",22,42,108,131,17,10,4,1,2,15,17,18,45,0,3,0,0.13740458,0.34351145,0.157407407,0.267175572,0.268518518,0.53569409,0.111111111,0.227272727,0.264024874636235,49.0795969484203,0.181818181,0.378787878,0.439393939,0.310344827,0.30882353,0.15355086,sa3005780,,,
257,Wilfri Castro,MIN,A,23,22,62,78,14,11,2,0,1,7,5,14,23,2,0,0,0.179487179,0.294871794,0.225806451,0.384615384,0.306451612,0.691066996,0.080645161,0.342105263,0.352326965484863,113.905601605951,0.179487179,0.384615384,0.435897435,0.470588235,0.7,0.10324484,sa3005917,,,
258,Dereck Salom,OAK,"A,A+",23,75,254,314,57,48,8,0,1,35,25,53,57,4,6,1,0.168789808,0.181528662,0.224409448,0.363057324,0.267716535,0.630773859,0.043307087,0.281407035,0.324251172832025,87.2478960039912,0.246073298,0.439790575,0.314136125,0.1,0.49,0.06490385,sa3005925,,,
259,Yoyner Fajardo,MIN,"AA,AAA",25,79,271,313,74,59,8,3,4,47,31,34,66,3,17,7,0.108626198,0.210862619,0.27306273,0.358064516,0.36900369,0.727068206,0.09594096,0.344827586,0.336305776719124,104.21371160964,0.215686274,0.5,0.284313725,0.103448275,0.42028986,0.13819095,sa3005938,,,
260,Jose Acosta,MIL,"A,A+,AA",24,43,98,110,22,19,2,0,1,13,9,9,23,1,11,2,0.081818181,0.209090909,0.224489795,0.296296296,0.275510204,0.5718065,0.051020409,0.283783783,0.28092401502309,74.485852078953,0.222222222,0.444444444,0.333333333,0.166666666,0.46753247,0.14211886,sa3006187,,,
261,Pablo Aliendo,CHC,AA,23,39,126,153,30,17,6,1,6,15,24,17,52,7,0,0,0.111111111,0.339869281,0.238095238,0.352941176,0.444444444,0.79738562,0.206349206,0.338028169,0.369027340723798,135.577933351809,0.272727272,0.259740259,0.467532467,0.194444444,0.57142857,0.16746411,sa3006220,,,
262,Junior Gonzalez,SEA,"A,CPX",24,47,151,182,39,28,5,1,5,29,26,25,54,3,3,2,0.137362637,0.296703296,0.258278145,0.368131868,0.403973509,0.772105377,0.145695364,0.357894736,0.371046352517473,102.537717445978,0.244897959,0.387755102,0.367346938,0.305555555,0.61,0.16959064,sa3006221,,,
263,Jose Mujica,OAK,"A+,AA",23,20,65,67,15,11,4,0,0,7,1,1,18,1,0,0,0.014925373,0.268656716,0.23076923,0.253731343,0.292307692,0.546039035,0.061538462,0.319148936,0.25414836584632,54.0827714230306,0.244444444,0.4,0.355555555,0.4375,0.59574468,0.13617021,sa3006525,,,
264,Jose Cordova,COL,A+,24,69,226,256,65,45,15,2,3,31,31,21,54,2,8,7,0.08203125,0.2109375,0.287610619,0.349206349,0.411504424,0.760710773,0.123893805,0.360465116,0.351795813393971,114.476364819804,0.217647058,0.552941176,0.229411764,0.153846153,0.28333333,0.12805474,sa3006548,,,
265,Bladimir Restituyo,COL,AA,22,94,342,376,91,73,14,0,4,42,42,25,65,3,21,7,0.066489361,0.17287234,0.266081871,0.316489361,0.342105263,0.658594624,0.076023392,0.311827956,0.303622724052439,88.3431907080018,0.184782608,0.456521739,0.358695652,0.323232323,0.48070175,0.14698596,sa3006621,,,
266,Eduardo Valencia,DET,"A,CPX",24,52,187,208,46,30,12,0,4,27,26,17,41,2,0,0,0.081730769,0.197115384,0.245989304,0.3125,0.37433155,0.68683155,0.128342246,0.291666666,0.326974722055288,97.6769839827747,0.23076923,0.489510489,0.279720279,0.175,0.43918919,0.10062893,sa3006622,,,
267,Orlando Martinez,LAA,"AA,CPX",26,65,220,266,56,40,10,2,4,32,24,38,38,0,4,0,0.142857142,0.142857142,0.254545454,0.356060606,0.372727272,0.728787878,0.118181818,0.282608695,0.345639692111448,114.227429631514,0.209677419,0.333333333,0.456989247,0.2,0.44680851,0.0911983,sa3006664,,,
268,Kendall Simmons,PHI,"AA,CPX",24,66,208,234,52,30,12,1,9,31,27,17,66,8,6,0,0.072649572,0.282051282,0.25,0.329059829,0.447115384,0.776175213,0.197115384,0.320895522,0.351706771769075,119.443570067331,0.16197183,0.507042253,0.330985915,0.404255319,0.55944056,0.13066955,sa3006867,,,
269,George Valera,CLE,AAA,23,68,252,289,63,40,13,0,10,38,38,32,80,1,5,1,0.110726643,0.276816608,0.25,0.33217993,0.42063492,0.75281485,0.17063492,0.319277108,0.335947723743412,94.0239868023741,0.210227272,0.46590909,0.323863636,0.210526315,0.47727273,0.11255411,sa3006872,Heaters,,
270,Kristian Robinson,ARI,AA,23,86,268,324,55,40,8,1,6,36,32,51,117,3,5,4,0.157407407,0.361111111,0.20522388,0.336419753,0.309701492,0.646121245,0.104477612,0.333333333,0.313957714004281,91.6103230575119,0.203947368,0.519736842,0.276315789,0.142857142,0.54248366,0.1681351,sa3006884,The Geriatric and Injured,,
271,Luis Verdugo,CHC,AA,23,84,312,347,76,58,15,1,2,27,33,27,58,2,3,1,0.077809798,0.167146974,0.243589743,0.302593659,0.317307692,0.619901351,0.073717949,0.286821705,0.291849271880103,84.9198018187839,0.252918287,0.408560311,0.3385214,0.172413793,0.39230769,0.08307453,sa3006888,,,
272,D'Shawn Knowles,LAA,"AAA,CPX",23,42,103,122,23,18,4,0,1,16,17,17,32,0,6,3,0.139344262,0.262295081,0.22330097,0.330578512,0.291262135,0.621840647,0.067961165,0.309859154,0.302869719414671,64.4539744760137,0.171428571,0.557142857,0.271428571,0.263157894,0.47945205,0.14256198,sa3006889,,,
273,Anthony Seigler,NYY,AA,25,91,280,328,60,32,17,0,11,44,38,46,61,1,19,2,0.140243902,0.185975609,0.214285714,0.327217125,0.392857142,0.720074267,0.178571428,0.235576923,0.332789746081792,107.318380169464,0.225806451,0.364055299,0.410138248,0.11235955,0.48181818,0.07521105,sa3006894,,,
274,Reivaj Garcia,CHC,"A+,AA,AAA",22,75,283,296,78,66,10,2,0,29,30,7,35,0,4,2,0.023648648,0.118243243,0.275618374,0.289115646,0.325088339,0.614203985,0.049469965,0.309523809,0.285097624574388,74.4184127517981,0.205645161,0.532258064,0.262096774,0.184615384,0.33333333,0.08229167,sa3006900,,,
275,Carlos De La Cruz,PHI,"AA,AAA",24,87,327,365,79,51,16,2,10,43,45,27,109,9,5,1,0.073972602,0.298630136,0.241590214,0.315068493,0.394495412,0.709563905,0.152905198,0.328571428,0.323652885711356,97.978901203006,0.248826291,0.441314553,0.309859154,0.196969696,0.45454545,0.174946,sa3006903,,,
276,Frainyer Chavez,TEX,"AA,AAA",25,86,288,329,70,53,10,3,4,39,30,37,70,1,17,2,0.112462006,0.212765957,0.243055555,0.330275229,0.340277777,0.670553006,0.097222222,0.306976744,0.315644485270318,91.0213936047723,0.263888888,0.435185185,0.300925925,0.215384615,0.40454545,0.0991207,sa3007019,,,
277,Jarryd Dale,SDP,"A+,AA",23,41,111,122,19,13,2,1,3,11,9,6,38,2,2,1,0.049180327,0.311475409,0.171171171,0.225,0.288288288,0.513288288,0.117117117,0.225352112,0.239707611997922,44.1456764415943,0.125,0.430555555,0.444444444,0.25,0.57894737,0.1875,sa3007022,,,
278,Davis Bradshaw,MIA,"A,AAA,CPX",26,21,77,86,24,22,1,1,0,14,14,7,13,1,5,2,0.081395348,0.15116279,0.311688311,0.376470588,0.35064935,0.727119938,0.038961039,0.375,0.355922728426316,113.118248532978,0.245901639,0.655737704,0.098360655,0.5,0.33846154,0.07692308,sa3007031,,,
279,Jameson Hannah,COL,"AAA,CPX",26,30,90,105,27,18,7,0,2,14,19,12,17,0,0,0,0.114285714,0.161904761,0.3,0.371428571,0.444444444,0.815873015,0.144444444,0.337837837,0.364312399569011,103.845094647331,0.213333333,0.613333333,0.173333333,0.076923076,0.44736842,0.09141274,sa3007046,,,
280,P.J. Hilson,PIT,"A,A+",23,84,284,313,66,44,9,1,12,54,37,22,81,5,13,1,0.070287539,0.258785942,0.232394366,0.298076923,0.397887323,0.695964246,0.165492957,0.28125,0.319015597415507,96.8742388156023,0.215,0.36,0.425,0.376470588,0.47058824,0.18617021,sa3007048,,,
281,Mateo Gil,NYM,"A+,AA",23,65,232,246,54,32,12,2,8,25,32,11,64,1,1,2,0.044715447,0.260162601,0.23275862,0.268292682,0.405172413,0.673465095,0.172413793,0.283950617,0.302550989680173,87.0397203975199,0.185185185,0.413580246,0.401234567,0.292307692,0.50877193,0.15410959,sa3007050,,,
282,Jayce Easley,TEX,"A+,AAA",24,72,187,229,33,29,4,0,0,30,16,34,68,2,17,3,0.148471615,0.296943231,0.176470588,0.308035714,0.197860962,0.505896676,0.021390374,0.275,0.259620627480237,59.0543377097437,0.224137931,0.560344827,0.215517241,0.28,0.31451613,0.11062907,sa3007057,,,
283,Daneurys De La Cruz,DET,"A,CPX",23,45,147,177,36,25,8,1,2,27,16,27,46,3,4,4,0.152542372,0.259887005,0.244897959,0.372881355,0.353741496,0.726622851,0.108843537,0.343434343,0.357556371864947,115.295175603483,0.173469387,0.428571428,0.397959183,0.282051282,0.5,0.14102564,sa3007059,,,
284,Willie Joe Garry Jr.,MIN,A+,24,24,68,77,9,6,1,0,2,9,7,7,18,1,4,0,0.09090909,0.233766233,0.132352941,0.22368421,0.235294117,0.458978327,0.102941176,0.145833333,0.226614650927091,37.6107804618413,0.08,0.5,0.42,0.285714285,0.35294118,0.10996564,sa3007065,,,
285,Raynel Delgado,CLE,AAA,24,63,200,228,51,34,8,1,8,25,32,23,56,1,11,3,0.100877192,0.245614035,0.255,0.334821428,0.425,0.759821428,0.17,0.31617647,0.34055103175342,96.9745984032554,0.272727272,0.412587412,0.314685314,0.155555555,0.52380952,0.14385965,sa3007288,,,
286,Rixon Wingrove,MIN,"A,A+",24,50,174,204,45,24,11,1,9,26,35,26,46,3,0,1,0.12745098,0.225490196,0.258620689,0.362745098,0.488505747,0.851250845,0.229885058,0.3,0.397259927555626,141.911636195433,0.196850393,0.433070866,0.37007874,0.212765957,0.4496124,0.14522293,sa3007298,,,
287,Gionti Turner,TBR,"A+,AA,AAA",23,40,102,115,20,14,4,0,2,14,10,9,38,4,6,4,0.078260869,0.330434782,0.196078431,0.286956521,0.294117647,0.581074168,0.098039216,0.29032258,0.277387554749198,66.8791674655827,0.203125,0.515625,0.28125,0.5,0.53125,0.18004866,sa3007326,,,
288,Dawson Dimon,ATL,"A,A+",25,26,74,85,10,9,1,0,0,7,5,9,39,1,2,0,0.105882352,0.458823529,0.135135135,0.235294117,0.148648648,0.383942765,0.013513513,0.277777777,0.202306750942679,24.4224536652226,0.272727272,0.303030303,0.424242424,0.285714285,0.40540541,0.16094987,sa3007331,,,
289,Ruben Cardenas,PHI,AAA,26,75,289,322,80,42,17,1,20,52,56,22,56,9,10,4,0.068322981,0.173913043,0.276816608,0.344720496,0.55017301,0.894893506,0.273356402,0.279069767,0.383801111365404,124.685479202568,0.22173913,0.373913043,0.404347826,0.225806451,0.40425532,0.12671233,sa3007505,,,
290,Ramon Mendoza,STL,"AA,AAA",23,56,158,191,37,26,8,0,3,17,24,25,43,4,2,0,0.130890052,0.22513089,0.234177215,0.349206349,0.341772151,0.6909785,0.107594936,0.298245614,0.330240241118839,102.208916563968,0.24778761,0.513274336,0.238938053,0.222222222,0.41025641,0.11825193,sa3007513,,,
291,Nick Schnell,TBR,"AA,AAA",24,91,328,363,85,53,20,1,11,47,45,27,92,6,10,5,0.074380165,0.253443526,0.259146341,0.32506887,0.426829268,0.751898138,0.167682927,0.325991189,0.346316107541076,118.666000313076,0.21888412,0.454935622,0.326180257,0.197368421,0.41841004,0.18345324,sa3007639,,,
292,Nicholas Northcut,CIN,AA,25,89,328,353,64,26,13,2,23,37,56,22,112,3,0,0,0.062322946,0.317280453,0.195121951,0.252124645,0.457317073,0.709441718,0.262195122,0.212435233,0.32270139675926,105.170515831426,0.183098591,0.28169014,0.535211267,0.263157894,0.46728972,0.19230769,sa3007640,,,
293,Jeremiah Jackson,NYM,AA,24,95,352,375,71,42,15,0,14,35,48,20,95,2,8,1,0.053333333,0.253333333,0.201704545,0.248,0.363636363,0.611636363,0.161931818,0.233606557,0.276727320671081,70.8458481856792,0.16796875,0.453125,0.37890625,0.216494845,0.4379845,0.16913319,sa3007740,,,
294,Grant Lavigne,COL,AAA,24,99,335,398,84,52,11,5,16,56,44,52,108,6,8,7,0.130653266,0.271356783,0.250746268,0.357682619,0.456716417,0.814399036,0.205970149,0.316279069,0.359318192559059,101.605410289487,0.242152466,0.430493273,0.32735426,0.150684931,0.45689655,0.14862268,sa3007743,,,
295,Sean Roby,MIA,"AA,AAA",25,46,161,180,31,24,1,1,5,17,16,16,57,0,0,0,0.088888888,0.316666666,0.192546583,0.261111111,0.304347826,0.565458937,0.111801243,0.25490196,0.266887430018848,67.8050684650837,0.130841121,0.44859813,0.420560747,0.2,0.47663551,0.17261056,sa3007788,,,
296,Wilderd Patino,ARI,"A+,AA",22,78,275,306,62,46,10,1,5,34,18,21,108,6,22,3,0.06862745,0.352941176,0.225454545,0.293729372,0.323636363,0.617365735,0.098181818,0.349693251,0.291232279425013,76.8051288383698,0.192771084,0.602409638,0.204819277,0.235294117,0.40935673,0.18623124,sa3007874,,,
297,Brennen Davis,CHC,"A+,AAA",24,44,133,172,31,15,6,0,10,31,30,25,40,12,1,1,0.145348837,0.232558139,0.233082706,0.395348837,0.503759398,0.899108235,0.270676692,0.247058823,0.400515881735225,138.086924905489,0.17204301,0.279569892,0.548387096,0.196078431,0.55789474,0.14376997,sa3007876,,Tanner Houck Tuah,Woo-Suk Go Away
298,Jack Herman,PIT,A,24,14,51,55,9,7,2,0,0,5,2,4,26,0,3,0,0.072727272,0.472727272,0.176470588,0.236363636,0.215686274,0.45204991,0.039215686,0.36,0.225474633953788,35.5640723408062,0.2,0.44,0.36,0.222222222,0.53846154,0.21333333,sa3007877,,,
299,Jesus Moreno,TEX,"A,A+",23,18,53,59,11,8,2,0,1,4,8,5,18,0,0,0,0.084745762,0.305084745,0.207547169,0.27118644,0.301886792,0.573073232,0.094339623,0.285714285,0.271188161130678,67.5455718022305,0.277777777,0.333333333,0.388888888,0.428571428,0.33333333,0.24630542,sa3007914,,,
300,Will Banfield,MIA,AAA,24,70,257,283,65,42,12,2,9,36,37,19,83,2,0,0,0.067137809,0.293286219,0.252918287,0.303886925,0.420233463,0.724120388,0.167315176,0.329411764,0.318108719987498,82.5896071527999,0.207865168,0.415730337,0.376404494,0.208955223,0.47222222,0.1436673,sa3007973,,,
301,Ezequiel Pagan,CHC,"AA,CPX",23,65,213,228,40,28,5,1,6,26,16,7,49,5,6,0,0.030701754,0.21491228,0.187793427,0.228070175,0.305164319,0.533234494,0.117370892,0.211180124,0.248665015687022,56.0705051682348,0.204819277,0.337349397,0.457831325,0.22368421,0.38095238,0.0971223,sa3007975,,,
302,Miguel Pabon,CHC,A,23,54,171,210,39,30,6,0,3,21,19,34,51,3,0,0,0.161904761,0.242857142,0.228070175,0.361904761,0.315789473,0.677694234,0.087719298,0.302521008,0.340163377920786,109.702317523873,0.191666666,0.441666666,0.366666666,0.136363636,0.46721311,0.08690614,sa3007977,,,
303,Joe Gray Jr.,KCR,AA,24,30,81,96,11,8,2,1,0,4,1,12,27,1,4,0,0.125,0.28125,0.135802469,0.252631578,0.185185185,0.437816763,0.049382716,0.2,0.223928452165503,34.0099993856575,0.218181818,0.454545454,0.327272727,0.444444444,0.58181818,0.14713896,sa3008005,,,
304,Onix Vega,WSN,"AA,AAA",25,34,104,124,21,19,1,0,1,11,8,18,22,0,2,0,0.14516129,0.177419354,0.201923076,0.31707317,0.240384615,0.557457785,0.038461539,0.243902439,0.275649958025149,69.2544686945211,0.240963855,0.373493975,0.385542168,0.21875,0.3452381,0.07824427,sa3008007,,,
305,Josh Breaux,NYY,"AA,AAA",26,31,103,115,20,10,4,0,6,11,23,10,37,0,0,0,0.086956521,0.32173913,0.194174757,0.260869565,0.40776699,0.668636555,0.213592233,0.225806451,0.296056377369424,78.8393686798896,0.212121212,0.409090909,0.378787878,0.4,0.5,0.15367483,sa3008051,,,
306,Connor Scott,MIL,AA,24,49,167,182,38,24,11,0,3,22,24,12,45,1,0,2,0.065934065,0.247252747,0.22754491,0.28021978,0.347305389,0.627525169,0.119760479,0.289256198,0.291084063249629,82.6817979000152,0.223140495,0.347107438,0.429752066,0.346153846,0.53225806,0.17322835,sa3008080,,,
307,Osiris Johnson,MIA,A+,23,55,185,203,35,26,7,1,1,17,21,12,37,2,16,2,0.0591133,0.182266009,0.189189189,0.242574257,0.254054054,0.496628311,0.064864865,0.226666666,0.237520561950041,44.5389396185195,0.191780821,0.486301369,0.321917808,0.276595744,0.44370861,0.15013055,sa3008110,,,
308,Malcom Nunez,PIT,AAA,23,100,355,405,94,66,17,0,11,43,54,35,77,4,3,1,0.086419753,0.190123456,0.264788732,0.328395061,0.405633802,0.734028863,0.14084507,0.298561151,0.327038542429606,88.3134122152041,0.262237762,0.426573426,0.311188811,0.213483146,0.48263889,0.09558379,sa3008113,,,
309,Cole Roederer,CHC,"AA,AAA",24,70,242,286,48,27,16,0,5,36,22,38,77,6,7,3,0.132867132,0.269230769,0.198347107,0.321678321,0.32644628,0.648124601,0.128099173,0.26875,0.306526696140115,82.1289697654363,0.26060606,0.315151515,0.424242424,0.228571428,0.41818182,0.14774775,sa3008184,,,
310,Andy Weber,ARI,"AA,CPX",26,29,113,125,32,22,7,0,3,18,14,11,23,0,1,0,0.088,0.184,0.28318584,0.344,0.424778761,0.768778761,0.141592921,0.329545454,0.351414790557276,108.539724023052,0.25,0.329545454,0.420454545,0.216216216,0.39130435,0.11208791,sa3008282,,,
311,Jaylen Palmer,NYM,"A+,AA",23,62,200,227,39,18,13,0,8,23,19,25,93,2,11,2,0.110132158,0.409691629,0.195,0.290748898,0.38,0.670748898,0.185,0.313131313,0.30840700444671,91.7330455843286,0.22330097,0.368932038,0.40776699,0.238095238,0.45794393,0.19379845,sa3008297,,,
312,Ronny Simon,TBR,AAA,24,105,372,428,104,67,26,3,8,60,44,43,80,6,14,7,0.100467289,0.186915887,0.279569892,0.360849056,0.430107526,0.790956582,0.150537634,0.334494773,0.356149565358206,106.972889656187,0.219931271,0.501718213,0.278350515,0.197530864,0.4180602,0.08883553,sa3008365,,,
313,Jean Ramirez,KCR,A+,23,50,156,184,30,24,6,0,0,21,9,21,36,0,9,2,0.114130434,0.195652173,0.192307692,0.286516853,0.23076923,0.517286083,0.038461538,0.247933884,0.258341678742612,57.7658961428451,0.211864406,0.415254237,0.372881355,0.454545454,0.37301587,0.0813253,sa3008452,,,
